input_text	target_text
▁este	▁este
▁min g á	▁min g á
▁wishtininti	▁wishtininti
▁miná	▁miná
▁ino	▁ino
▁oma	▁oma
▁oma ▁mi	▁oma ▁mi
▁ajá ▁yoshin	▁ajá ▁yoshin
▁ajá ▁o m	▁ajá ▁o m
▁oma ▁kankan ▁a k honka ▁ayapaoni	▁oma ▁kankan ▁a k honka ▁ayapaoni
▁oma ▁mina ▁ahonka ▁ayapaoni	▁oma ▁mina ▁ahonka ▁ayapaoni
▁miná ▁aya kinka	▁miná ▁aya kinka
▁toró ▁men á	▁toró ▁men á
▁ayanon ▁owe ▁ikati bo ▁papa boka ▁ewen ▁kené bo	▁ayanon ▁owe ▁ikati bo ▁papa boka ▁ewen ▁kené bo
▁ayanon ▁owe ▁ikati bo ▁papa boka ▁ewen ▁epabo	▁ayanon ▁owe ▁ikati bo ▁papa boka ▁ewen ▁epabo
▁akesa honka ▁ayamis	▁akesa honka ▁ayamis
▁boba ▁a k hon	▁boba ▁a k hon
▁pae ▁a oh n	▁pae ▁a oh n
▁iro ▁a k hon ▁ayamis ▁no	▁iro ▁a k hon ▁ayamis ▁no
▁pae ▁ahon ▁ayamis ▁no	▁pae ▁ahon ▁ayamis ▁no
▁hobo ▁a k hon	▁hobo ▁a k hon
▁oma ▁ahon	▁oma ▁ahon
▁yoitima ▁men á ▁yoitima ▁mihira ▁men á ▁ayamis	▁yoitima ▁men á ▁yoitima ▁mihira ▁men á ▁ayamis
▁toró ▁men á ▁toró ▁vieji to ▁men á ▁ayamis	▁toró ▁men á ▁toró ▁vieji to ▁men á ▁ayamis
▁toró ▁pekao ▁toró ▁mihira ▁pekao ▁ayamis	▁toró ▁pekao ▁toró ▁mihira ▁pekao ▁ayamis
▁toró ▁men á ▁toró ▁mihira ▁mena ▁ayamis	▁toró ▁men á ▁toró ▁mihira ▁mena ▁ayamis
▁aya kinka ▁ayapaoni ▁ewen ▁fiesta bon ▁ewen ▁epa bon	▁aya kinka ▁ayapaoni ▁ewen ▁fiesta bon ▁ewen ▁epa bon
▁aya kinka ▁ayapaoni ▁ewen ▁ewa boton ▁ewen ▁epaboton	▁aya kinka ▁ayapaoni ▁ewen ▁ewa boton ▁ewen ▁epaboton
▁u m hu m	▁u m hu m
▁mi ▁papá ▁tomaba ▁as e í ▁oma	▁mi ▁papá ▁tomaba ▁as e í ▁oma
▁oma ▁oa m ▁tomaba ▁maiz ▁crec i do ▁lo ▁que ▁ha ▁sa cado	▁oma ▁oa m ▁tomaba ▁maiz ▁crec i do ▁lo ▁que ▁ha ▁sa cado
▁lo ro ▁pae ▁a k honka ▁xeapaoni	▁lo ro ▁pae ▁a k honka ▁xeapaoni
▁heki ▁pa ▁ahonka ▁xeapaoni	▁heki ▁pa ▁ahonka ▁xeapaoni
▁ewen ▁ewen ▁papa bon ▁mako ran ti bon ▁heki ▁pae ▁a k hon ▁xeapaoni	▁ewen ▁ewen ▁papa bon ▁mako ran ti bon ▁heki ▁pae ▁a k hon ▁xeapaoni
▁ewen ▁ewen ▁papa bon ▁epa bon ▁heki ▁on shi ▁a k hon ▁xeapaoni	▁ewen ▁ewen ▁papa bon ▁epa bon ▁heki ▁on shi ▁a k hon ▁xeapaoni
▁ewen ▁ewen ▁papa bon ▁epa bon ▁heki ▁pae ▁a k hon ▁me hpe paoni	▁ewen ▁ewen ▁papa bon ▁epa bon ▁heki ▁pae ▁a k hon ▁me hpe paoni
▁ewen ▁pa ▁ewen ▁papa boton ▁epaboton ▁heki ▁pae a ho ▁xeapaoni	▁ewen ▁pa ▁ewen ▁papa boton ▁epaboton ▁heki ▁pae a ho ▁xeapaoni
▁ayahon ▁pae ▁a k hon ▁heki ▁on ko ▁pae ▁a k hon ▁oin paoni	▁ayahon ▁pae ▁a k hon ▁heki ▁on ko ▁pae ▁a k hon ▁oin paoni
▁ayahon ▁paeahon ▁heki ▁on ko ▁paeahon ▁xeapaoni	▁ayahon ▁paeahon ▁heki ▁on ko ▁paeahon ▁xeapaoni
▁ewen ▁ra i z bo ▁areska ▁akati ▁ra i z bo	▁ewen ▁ra i z bo ▁areska ▁akati ▁ra i z bo
▁ewen ▁papabo ▁areska i ▁akati ▁ewen ▁papabo	▁ewen ▁papabo ▁areska i ▁akati ▁ewen ▁papabo
▁atsa ▁aya ▁aka maka ▁maro ka ▁pae res	▁atsa ▁aya ▁aka maka ▁maro ka ▁pae res
▁atsa ▁aya ▁aka maka ▁heki ▁xa ba res	▁atsa ▁aya ▁aka maka ▁heki ▁xa ba res
▁atsa ▁aya ▁aka maka ▁heki ▁pae res	▁atsa ▁aya ▁aka maka ▁heki ▁pae res
▁chi bi ▁iki ▁paeni ▁paeni ▁chi bi ▁iki	▁chi bi ▁iki ▁paeni ▁paeni ▁chi bi ▁iki
▁rew inki ▁paeni ▁paeni ▁rew inki	▁rew inki ▁paeni ▁paeni ▁rew inki
▁rewin ▁ikati	▁rewin ▁ikati
▁mi ▁papá ▁toma do ▁ma í z ▁crec i do ▁tomaba	▁mi ▁papá ▁toma do ▁ma í z ▁crec i do ▁tomaba
▁maiz ▁puro ▁maiz ▁con ▁p ru o ▁maiz ▁nomás	▁maiz ▁puro ▁maiz ▁con ▁p ru o ▁maiz ▁nomás
▁ha cía ▁mi ▁papá	▁ha cía ▁mi ▁papá
▁e m bo r ra cha ba	▁e m bo r ra cha ba
▁onamai ka ▁bakebo	▁onamai ka ▁bakebo
▁bakebo ▁onamai	▁bakebo ▁onamai
▁tsawe ▁iro ▁a k hon ra ▁bakebo ▁onan mai ▁ain ▁ewehon	▁tsawe ▁iro ▁a k hon ra ▁bakebo ▁onan mai ▁ain ▁ewehon
▁kahe ▁iro ▁a k hon ra ▁menko bo ▁onan mai ▁ain ▁ewehon	▁kahe ▁iro ▁a k hon ra ▁menko bo ▁onan mai ▁ain ▁ewehon
▁kahe ▁iro ▁a k hon ra ▁bakebo ▁onan mai ▁ain ▁r oa hon	▁kahe ▁iro ▁a k hon ra ▁bakebo ▁onan mai ▁ain ▁r oa hon
▁kahe ▁iro ▁ahon ra ▁bakebo ▁onamai ▁ain ▁ewehon	▁kahe ▁iro ▁ahon ra ▁bakebo ▁onamai ▁ain ▁ewehon
	
▁ma ▁kahe ya ▁ihon	▁ma ▁kahe ya ▁ihon
▁ain ▁ma ▁onan mai ▁nachi ▁ewen ▁nachi ka	▁ain ▁ma ▁onan mai ▁nachi ▁ewen ▁nachi ka
▁ain ▁ma ▁onamai ▁baba ▁ewen ▁b ba ka	▁ain ▁ma ▁onamai ▁baba ▁ewen ▁b ba ka
▁en ▁onan mai ▁ewen ▁pau ji l ribi ▁onan mai	▁en ▁onan mai ▁ewen ▁pau ji l ribi ▁onan mai
▁mi ▁onan mai ▁e w mi ▁ewa ribi ▁onan mai	▁mi ▁onan mai ▁e w mi ▁ewa ribi ▁onan mai
▁en ▁onamai ▁ewen ▁ewa ribi ▁onamai	▁en ▁onamai ▁ewen ▁ewa ribi ▁onamai
▁non ▁onan mai ▁non ▁baba bo ▁yoashi bo	▁non ▁onan mai ▁non ▁baba bo ▁yoashi bo
▁non ▁onamai ▁non ▁baba bo ▁ma hh ko bo	▁non ▁onamai ▁non ▁baba bo ▁ma hh ko bo
▁onan ma kinka ▁hain ▁come hon	▁onan ma kinka ▁hain ▁come hon
▁onama kinka ▁hain ▁pewehon	▁onama kinka ▁hain ▁pewehon
▁mai ya ▁ihon ▁onama kin	▁mai ya ▁ihon ▁onama kin
▁onankanai ▁re h pí bon ▁baba bon ▁baba ▁icha ▁ea	▁onankanai ▁re h pí bon ▁baba bon ▁baba ▁icha ▁ea
▁onankanai ▁bakebon ▁han kin bon ▁han kin ▁icha ▁ea	▁onankanai ▁bakebon ▁han kin bon ▁han kin ▁icha ▁ea
▁onankanai ▁bakebon ▁baba bon ▁baba ▁icha ▁ea	▁onankanai ▁bakebon ▁baba bon ▁baba ▁icha ▁ea
▁onankanai ▁bakebon ▁baba bon ▁ba b xa ▁icha ▁ea	▁onankanai ▁bakebon ▁baba bon ▁ba b xa ▁icha ▁ea
▁ewen ▁ewan kai ▁onamai	▁ewen ▁ewan kai ▁onamai
▁no	▁no
▁ea ▁kain paoni ka ▁ea ▁bene ho koa ▁ea ▁bake hoko bi ▁ea ▁bene ma kana ▁nokon ▁ewan	▁ea ▁kain paoni ka ▁ea ▁bene ho koa ▁ea ▁bake hoko bi ▁ea ▁bene ma kana ▁nokon ▁ewan
▁ea ▁te paoni ka ▁ea ▁bene ho koa ▁ea ▁bari hoko bi ▁ea ▁bene ma kana ▁nokon ▁ewan	▁ea ▁te paoni ka ▁ea ▁bene ho koa ▁ea ▁bari hoko bi ▁ea ▁bene ma kana ▁nokon ▁ewan
▁ea ▁te paoni ka ▁ea ▁shima ▁shima ho koa ▁ea ▁bake hoko bi ▁ea ▁shima ▁shima ma kana ▁nokon ▁ewan	▁ea ▁te paoni ka ▁ea ▁shima ▁shima ho koa ▁ea ▁bake hoko bi ▁ea ▁shima ▁shima ma kana ▁nokon ▁ewan
▁ea ▁te paoni ka ▁ea ▁bene ho koa ▁ea ▁bake hoko bi ▁ea ▁bene ma kana ▁nokon ▁hea ▁mi ts an	▁ea ▁te paoni ka ▁ea ▁bene ho koa ▁ea ▁bake hoko bi ▁ea ▁bene ma kana ▁nokon ▁hea ▁mi ts an
▁ea ▁te paoni ka ▁ea ▁ene ho koa ▁ea ▁bake he k bi ▁ea ▁bene ma kana ▁n ko on ▁ewan	▁ea ▁te paoni ka ▁ea ▁ene ho koa ▁ea ▁bake he k bi ▁ea ▁bene ma kana ▁n ko on ▁ewan
▁ewen ▁ten ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁maai	▁ewen ▁ten ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁maai
▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁po ro k ▁aki ▁maai	▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁po ro k ▁aki ▁maai
▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁chachi i	▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁chachi i
▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁maai	▁ewen ▁epan ▁ea ▁beneoma ▁ea ▁noitapakati ▁yoa ▁aki ▁maai
▁tan ati ▁onan ma a ▁tan ati ▁onanyama a	▁tan ati ▁onan ma a ▁tan ati ▁onanyama a
▁ma ati ▁onama ▁ma ati ▁onanyama	▁ma ati ▁onama ▁ma ati ▁onanyama
▁noitapakati ▁ea ▁yoa ▁mara ▁ika	▁noitapakati ▁ea ▁yoa ▁mara ▁ika
▁ibiri ▁pi man ohon ▁maai ▁ewen ▁ibiri ▁pi manon ▁maai ▁hena ▁me tsai	▁ibiri ▁pi man ohon ▁maai ▁ewen ▁ibiri ▁pi manon ▁maai ▁hena ▁me tsai
▁bene ▁pi man ohon ▁yoyai ▁ewen ▁bene ▁pi manon ▁yoyai ▁hena ▁me tsai	▁bene ▁pi man ohon ▁yoyai ▁ewen ▁bene ▁pi manon ▁yoyai ▁hena ▁me tsai
▁hena ▁pi man ohon ▁maai ▁ewen ▁hena ▁pi manon ▁maai ▁hena ▁me tsai	▁hena ▁pi man ohon ▁maai ▁ewen ▁hena ▁pi manon ▁maai ▁hena ▁me tsai
▁b h ene ▁pi man ohon ▁maai ▁ewen ▁be en ▁pi manon ▁maai ▁hena ▁me tsai	▁b h ene ▁pi man ohon ▁maai ▁ewen ▁be en ▁pi manon ▁maai ▁hena ▁me tsai
▁ea ▁ke an ▁noitapakati	▁ea ▁ke an ▁noitapakati
▁ea ▁su f re ▁raka kati	▁ea ▁su f re ▁raka kati
▁ea ▁su f re ▁noita a kati	▁ea ▁su f re ▁noita a kati
▁yoa ▁ahonwe ▁ma ▁ahonwe	▁yoa ▁ahonwe ▁ma ▁ahonwe
▁bene ▁ma ▁ahonwe ▁noitapakati ▁ea	▁bene ▁ma ▁ahonwe ▁noitapakati ▁ea
▁hono hoko bi ▁ben oa h	▁hono hoko bi ▁ben oa h
▁bake hoko bi ▁yaka h	▁bake hoko bi ▁yaka h
▁bakeheko bi ▁ q b en oa h	▁bakeheko bi ▁ q b en oa h
▁la va r ▁ro pa	▁la va r ▁ro pa
▁s an ▁mi kiri ka ▁eah ▁to ▁aka	▁s an ▁mi kiri ka ▁eah ▁to ▁aka
▁s an ▁mi kiri ka ▁mi bo ▁ewea	▁s an ▁mi kiri ka ▁mi bo ▁ewea
▁s an ▁mi kiri ka ▁eah ▁ewea	▁s an ▁mi kiri ka ▁eah ▁ewea
▁ain ▁ea ▁ewea ▁yoa oma ▁wai ▁a k yamai ▁mai ▁matso t kanai	▁ain ▁ea ▁ewea ▁yoa oma ▁wai ▁a k yamai ▁mai ▁matso t kanai
▁ain ▁ea ▁ewea ▁yoa oma ▁wai ▁ayamai ▁ma ▁yoashi kanai v	▁ain ▁ea ▁ewea ▁yoa oma ▁wai ▁ayamai ▁ma ▁yoashi kanai v
▁ibiri bo ▁mai ▁yoashi tian ▁wai ▁a k yamai ▁nokon ▁bene ribi ▁wai ▁a k yamai	▁ibiri bo ▁mai ▁yoashi tian ▁wai ▁a k yamai ▁nokon ▁bene ribi ▁wai ▁a k yamai
▁nawabo ▁ha wán ▁yoashi tian ▁wai ▁a k yamai ▁nokon ▁bene ribi ▁wai ▁a k yamai	▁nawabo ▁ha wán ▁yoashi tian ▁wai ▁a k yamai ▁nokon ▁bene ribi ▁wai ▁a k yamai
▁nawabo ▁mai ▁yoashi tian ▁ai ▁ayamai ▁n ko on ▁bene ribi ▁wi ▁ayamai	▁nawabo ▁mai ▁yoashi tian ▁ai ▁ayamai ▁n ko on ▁bene ribi ▁wi ▁ayamai
▁bachi ▁yoashi kanai tian	▁bachi ▁yoashi kanai tian
▁mai ▁yoashi kanai tian	▁mai ▁yoashi kanai tian
▁heoh ▁tama ▁yoashi bo	▁heoh ▁tama ▁yoashi bo
▁s an ▁mi gu el ▁yoashi o b	▁s an ▁mi gu el ▁yoashi o b
▁yoishi bo	▁yoishi bo
▁mai ▁yoishi bo	▁mai ▁yoishi bo
▁habo ▁ha be t han ▁w hai ▁ha k y ha m hai	▁habo ▁ha be t han ▁w hai ▁ha k y ha m hai
▁abo ▁a betan ▁ kon x an ▁a k yamai	▁abo ▁a betan ▁ kon x an ▁a k yamai
▁abo ▁a b te an ▁wai ▁ayamai	▁abo ▁a b te an ▁wai ▁ayamai
▁heki ▁banayamai ▁paranti ▁banayamai	▁heki ▁banayamai ▁paranti ▁banayamai
▁atsa ▁banayamai	▁atsa ▁banayamai
▁hawi ▁banayamai ▁hakopi ▁ewen ▁bene ▁toshi ▁a k yamai	▁hawi ▁banayamai ▁hakopi ▁ewen ▁bene ▁toshi ▁a k yamai
▁hawi ▁banayamai ▁ha k pi ▁ewen ▁bene ▁wai ▁ayamai	▁hawi ▁banayamai ▁ha k pi ▁ewen ▁bene ▁wai ▁ayamai
▁mai ▁ya o shi ▁atian	▁mai ▁ya o shi ▁atian
▁mai ▁yoishi	▁mai ▁yoishi
▁nawabo ▁me re ▁ke ta ▁yoishi	▁nawabo ▁me re ▁ke ta ▁yoishi
▁nawabo ▁mai ▁amen	▁nawabo ▁mai ▁amen
▁nawabo ▁mai ▁yoishi	▁nawabo ▁mai ▁yoishi
▁mezquina ▁ter r eno ▁ahí	▁mezquina ▁ter r eno ▁ahí
▁u hm	▁u hm
▁mi ▁v ec ino ▁me ▁d a ▁yuca	▁mi ▁v ec ino ▁me ▁d a ▁yuca
▁mi ▁c oma d ra ▁mis ma ▁mezquina ▁mi ▁ter r eno	▁mi ▁c oma d ra ▁mis ma ▁mezquina ▁mi ▁ter r eno
▁hopo ▁sawe mis ▁ewen ▁isan ▁epa bon	▁hopo ▁sawe mis ▁ewen ▁isan ▁epa bon
▁hopo ▁sawe mis ▁ewen ▁papa ▁epaboton	▁hopo ▁sawe mis ▁ewen ▁papa ▁epaboton
▁ki o t ki ▁hopo ▁r oa kin	▁ki o t ki ▁hopo ▁r oa kin
▁sawe ki ▁cu l t u ra ▁r oa kin	▁sawe ki ▁cu l t u ra ▁r oa kin
▁sawe ki ▁hopo ▁r oa kin	▁sawe ki ▁hopo ▁r oa kin
▁to enai ▁neno ▁to enai ▁neno ▁neno ▁to enai ▁neno ▁to en ribiai	▁to enai ▁neno ▁to enai ▁neno ▁neno ▁to enai ▁neno ▁to en ribiai
▁we wai ▁neno ▁we wai ▁neno ▁neno ▁we wai ▁neno ▁wewa ribiai	▁we wai ▁neno ▁we wai ▁neno ▁neno ▁we wai ▁neno ▁wewa ribiai
▁saweai ▁neno ▁saweai ▁neno ▁n no ▁saweai ▁ne on ▁sawe ribiai	▁saweai ▁neno ▁saweai ▁neno ▁n no ▁saweai ▁ne on ▁sawe ribiai
▁iskonawa ▁ikai	▁iskonawa ▁ikai
▁ohe ▁ikai	▁ohe ▁ikai
▁akesa bo ▁sawepaoni ▁yawish bon	▁akesa bo ▁sawepaoni ▁yawish bon
▁akesa bo ▁sawepaoni ▁papa bon	▁akesa bo ▁sawepaoni ▁papa bon
▁mashpi bo kai	▁mashpi bo kai
▁epabo kai	▁epabo kai
▁epabo t no ▁sawepaoni	▁epabo t no ▁sawepaoni
▁ochí ▁i k hon	▁ochí ▁i k hon
▁o l he ▁ihon	▁o l he ▁ihon
▁teni ente ▁ikika ▁aki ▁teni ente ▁i k hon ▁ne habo hon	▁teni ente ▁ikika ▁aki ▁teni ente ▁i k hon ▁ne habo hon
▁ohe ▁ikika ▁aki ▁ohe ▁i k hon ▁ne habo hon	▁ohe ▁ikika ▁aki ▁ohe ▁i k hon ▁ne habo hon
▁ohe ▁i u ki ka ▁ki ▁ohe ▁ihon ▁ne habo hon	▁ohe ▁i u ki ka ▁ki ▁ohe ▁ihon ▁ne habo hon
▁te wan paoni ▁enra ▁ena ▁ena ▁onan yamai	▁te wan paoni ▁enra ▁ena ▁ena ▁onan yamai
▁sawepaoni ▁en r ma ▁ena ▁ena ▁ona yamai	▁sawepaoni ▁en r ma ▁ena ▁ena ▁ona yamai
▁ares ▁mia ▁yoi yai ▁non ▁onanyama rai	▁ares ▁mia ▁yoi yai ▁non ▁onanyama rai
▁ares x ▁mia ▁yo y i ai ▁non ▁onanyama rai	▁ares x ▁mia ▁yo y i ai ▁non ▁onanyama rai
▁ha res k ha ▁mi ha ▁yo y hai	▁ha res k ha ▁mi ha ▁yo y hai
▁ares ra ▁mia ▁yoyai	▁ares ra ▁mia ▁yoyai
▁l os ▁an ti gu os ▁c ie u r to ▁l os ▁an ti go u s ▁iskonawa s	▁l os ▁an ti gu os ▁c ie u r to ▁l os ▁an ti go u s ▁iskonawa s
▁imai honka ▁pimis	▁imai honka ▁pimis
▁nane honka ▁pimis	▁nane honka ▁pimis
▁nanehon	▁nanehon
▁ni ▁n an ui hon	▁ni ▁n an ui hon
▁yawa ▁nanehon	▁yawa ▁nanehon
▁so bi ▁hoai a	▁so bi ▁hoai a
▁atsa ▁nachi a	▁atsa ▁nachi a
▁atsa ▁hoai a	▁atsa ▁hoai a
▁atsa ▁boba ya ▁come ri ▁atsa ▁boba ya	▁atsa ▁boba ya ▁come ri ▁atsa ▁boba ya
▁atsa ▁boba ya ▁kai ▁atsa ▁boba ya	▁atsa ▁boba ya ▁kai ▁atsa ▁boba ya
▁pimis ▁non	▁pimis ▁non
▁iso ▁yonahon ribi ▁pimis ▁non	▁iso ▁yonahon ribi ▁pimis ▁non
▁yantan ▁a k hon	▁yantan ▁a k hon
▁min si ▁ahon	▁min si ▁ahon
▁hao bo ▁a k hon ▁hao bo ▁bobai hon ▁non ▁pimis	▁hao bo ▁a k hon ▁hao bo ▁bobai hon ▁non ▁pimis
▁po ro k ▁a k hon ▁po ro k ▁bobai hon ▁non ▁pimis	▁po ro k ▁a k hon ▁po ro k ▁bobai hon ▁non ▁pimis
▁misi ▁ahon ▁misi ▁bobahon ▁n n ▁pimis	▁misi ▁ahon ▁misi ▁bobahon ▁n n ▁pimis
▁ag ua	▁ag ua
▁an si	▁an si
▁abo ▁n no ▁pi me is ▁yonahon	▁abo ▁n no ▁pi me is ▁yonahon
▁kobin ▁akan ma ▁yonahon res ▁este ▁nanehon	▁kobin ▁akan ma ▁yonahon res ▁este ▁nanehon
▁senpa hon ▁no ▁pimis ▁bobai hon	▁senpa hon ▁no ▁pimis ▁bobai hon
▁nanehon ▁no ▁pimis ▁choron hon	▁nanehon ▁no ▁pimis ▁choron hon
▁nanehon ▁no ▁pimis ▁poa g ▁boba ho	▁nanehon ▁no ▁pimis ▁poa g ▁boba ho
▁tita ▁bobai hon	▁tita ▁bobai hon
▁atsa ▁ko sh ki hon	▁atsa ▁ko sh ki hon
▁atsa ▁bobahon	▁atsa ▁bobahon
▁piti ▁amen	▁piti ▁amen
▁piti ▁na mi	▁piti ▁na mi
▁piti ▁mapo ▁non ▁pimis ▁yoi an anhon	▁piti ▁mapo ▁non ▁pimis ▁yoi an anhon
▁piti ▁na mi ▁non ▁pimis ▁yonahon	▁piti ▁na mi ▁non ▁pimis ▁yonahon
▁ibo ▁kawahon bo	▁ibo ▁kawahon bo
▁choran ▁pakaron ohon bo	▁choran ▁pakaron ohon bo
▁choran ▁kawahon bo	▁choran ▁kawahon bo
▁habo ▁non ▁pimis ▁bo to hon	▁habo ▁non ▁pimis ▁bo to hon
▁habo ▁non ▁pimis ▁imahon	▁habo ▁non ▁pimis ▁imahon
▁awá ▁xe ahon ▁non ▁yoi an anhon ▁pimis	▁awá ▁xe ahon ▁non ▁yoi an anhon ▁pimis
▁awá ▁rete hon ▁non ▁yonahon ▁pimis	▁awá ▁rete hon ▁non ▁yonahon ▁pimis
▁este ▁ahumado ▁así ▁con ▁ahumado ▁así ▁e ro s cado ▁ahumado ▁a mar ra do ▁con ▁so ga ▁ahuma ba	▁este ▁ahumado ▁así ▁con ▁ahumado ▁así ▁e ro s cado ▁ahumado ▁a mar ra do ▁con ▁so ga ▁ahuma ba
▁mi ▁f a mi l ia	▁mi ▁f a mi l ia
▁sapa	▁sapa
▁sapa ▁pon ía	▁sapa ▁pon ía
▁y ▁ma taba ▁pau ji l	▁y ▁ma taba ▁pau ji l
▁v z ena do ▁a í s ▁nomás ▁comía ▁a u hma do ▁puro ▁ahumado ▁no ▁comía ▁co c ina do	▁v z ena do ▁a í s ▁nomás ▁comía ▁a u hma do ▁puro ▁ahumado ▁no ▁comía ▁co c ina do
▁ya	▁ya
▁aho ra ▁í	▁aho ra ▁í
▁beba ki ▁awe ri ▁oa	▁beba ki ▁awe ri ▁oa
▁pae ki ▁awe ri ▁a	▁pae ki ▁awe ri ▁a
▁pae ki ▁awe ri ▁oa	▁pae ki ▁awe ri ▁oa
▁oa ▁oa ▁xea hka	▁oa ▁oa ▁xea hka
▁oa ▁oa ▁xea hka	▁oa ▁oa ▁xea hka
▁aya baini ▁ikika	▁aya baini ▁ikika
▁iska ▁wahonwe ▁iska ▁wahonwe ▁ea ▁wahonwe ▁iska	▁iska ▁wahonwe ▁iska ▁wahonwe ▁ea ▁wahonwe ▁iska
▁wahontimaraka ▁wahontimaraka ▁wahontimaraka	▁wahontimaraka ▁wahontimaraka ▁wahontimaraka
▁ba chó ▁metsaka	▁ba chó ▁metsaka
▁yora ▁to ▁aka	▁yora ▁to ▁aka
▁yora ▁metsaka	▁yora ▁metsaka
▁wawa ▁te wan bain ▁ea ▁iska wa hon tiri ▁ea ▁pichan ▁pichan ▁awin n	▁wawa ▁te wan bain ▁ea ▁iska wa hon tiri ▁ea ▁pichan ▁pichan ▁awin n
▁wawa ▁te wan bain ▁ea ▁iska wa hon tiri ▁ea ▁koa ▁koa ▁awin n	▁wawa ▁te wan bain ▁ea ▁iska wa hon tiri ▁ea ▁koa ▁koa ▁awin n
▁wawa ▁te wan bain ▁eah bo ▁iska wa hon tiri ▁eah bo ▁toa ▁toa ▁awin n	▁wawa ▁te wan bain ▁eah bo ▁iska wa hon tiri ▁eah bo ▁toa ▁toa ▁awin n
▁wawa ▁te wan bai ▁ea ▁iska ▁wa ▁wahontiri ▁ea ▁toa ▁a ▁toa ▁awinin	▁wawa ▁te wan bai ▁ea ▁iska ▁wa ▁wahontiri ▁ea ▁toa ▁a ▁toa ▁awinin
▁aton ▁ene ▁tsama t	▁aton ▁ene ▁tsama t
▁aton ▁ene ▁kaya	▁aton ▁ene ▁kaya
▁ene ▁ka yai ▁rabe tahon	▁ene ▁ka yai ▁rabe tahon
▁wawa ▁to ya	▁wawa ▁to ya
▁wawa ▁hon ro hko	▁wawa ▁hon ro hko
▁nokon ▁wean ▁men á	▁nokon ▁wean ▁men á
▁nokon ▁naeh ▁mena	▁nokon ▁naeh ▁mena
▁wawa ▁itiki	▁wawa ▁itiki
▁nokon ▁tae tsi	▁nokon ▁tae tsi
▁ha ▁xe ha ha ▁i k ha ▁to m han do ▁ha ▁xe hai k ha ▁nokon ▁n ha eh ▁men á ▁ha y hai ri ▁nokon ▁n ha eh	▁ha ▁xe ha ha ▁i k ha ▁to m han do ▁ha ▁xe hai k ha ▁nokon ▁n ha eh ▁men á ▁ha y hai ri ▁nokon ▁n ha eh
▁a ▁mana ▁ika ▁to man do ▁a ▁man ika ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh	▁a ▁mana ▁ika ▁to man do ▁a ▁man ika ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh
▁a ▁xea a ▁ika ▁ra e ▁a ▁xeai ka ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh	▁a ▁xea a ▁ika ▁ra e ▁a ▁xeai ka ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh
▁oa ▁xe oa oa ▁i koa ▁to mo ando ▁oa ▁xe oai koa ▁nokon ▁noa eh ▁men á ▁oa y oai ri ▁nokon ▁noa eh	▁oa ▁xe oa oa ▁i koa ▁to mo ando ▁oa ▁xe oai koa ▁nokon ▁noa eh ▁men á ▁oa y oai ri ▁nokon ▁noa eh
▁a ▁ha ta ▁ika ▁to man do ▁a ▁ha tika ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh	▁a ▁ha ta ▁ika ▁to man do ▁a ▁ha tika ▁nokon ▁naeh ▁men á ▁ayai ri ▁nokon ▁naeh
▁a ▁xea ▁ika ▁to man do ▁a ▁xeai ▁ka ▁nokon ▁naeh ▁mena ▁ayai t ri ▁nokon ▁naeh	▁a ▁xea ▁ika ▁to man do ▁a ▁xeai ▁ka ▁nokon ▁naeh ▁mena ▁ayai t ri ▁nokon ▁naeh
▁wawa ▁hehe ▁wawa ▁ehe ▁wawa ▁hehe	▁wawa ▁hehe ▁wawa ▁ehe ▁wawa ▁hehe
▁iska ▁wahontima	▁iska ▁wahontima
▁wahontimaraka	▁wahontimaraka
▁ewen ▁toshi ki	▁ewen ▁toshi ki
▁ewen ▁yoraki	▁ewen ▁yoraki
▁hepo ▁metsaka	▁hepo ▁metsaka
▁yora ▁metsa ▁ka	▁yora ▁metsa ▁ka
▁wawa ▁te wan bain	▁wawa ▁te wan bain
▁iska ▁wahon kin	▁iska ▁wahon kin
▁ea ▁wa oh n kin	▁ea ▁wa oh n kin
▁wahontiri	▁wahontiri
▁no ▁bo ▁wake we	▁no ▁bo ▁wake we
▁ea ▁wake we	▁ea ▁wake we
▁bake ▁mera ton	▁bake ▁mera ton
▁o xa ▁shinan kin	▁o xa ▁shinan kin
▁ro w wa shin an kin	▁ro w wa shin an kin
▁yora ▁nokoa	▁yora ▁nokoa
▁iska ▁comunidad ki	▁iska ▁comunidad ki
